Entry	Entry Name	Mass	Length	Gene Names	Organism	Organism (ID)	Protein names
A0A286YDK2	A0A286YDK2_MOUSE	21696	198	Ghitm	Mus musculus (Mouse)	10090	Growth hormone inducible transmembrane protein
A0A286YDK3	A0A286YDK3_MOUSE	4246	37	Tjap1	Mus musculus (Mouse)	10090	Tight junction associated protein 1
A0A286YDK5	A0A286YDK5_MOUSE	23620	221	Rce1	Mus musculus (Mouse)	10090	Ras converting CAAX endopeptidase 1
A0A286YDK9	A0A286YDK9_MOUSE	18316	168	Camk2g	Mus musculus (Mouse)	10090	Calcium/calmodulin-dependent protein kinase II gamma
A0A286YDL1	A0A286YDL1_MOUSE	109927	990	Ptprm	Mus musculus (Mouse)	10090	Protein tyrosine phosphatase, receptor type, M
A0A286YDL3	A0A286YDL3_MOUSE	22892	209	2310034G01Rik	Mus musculus (Mouse)	10090	RIKEN cDNA 2310034G01 gene
A0A286YDL4	A0A286YDL4_MOUSE	18400	160	Actr8	Mus musculus (Mouse)	10090	ARP8 actin-related protein 8
A0A286YDL6	A0A286YDL6_MOUSE	26108	241	Camk2g	Mus musculus (Mouse)	10090	Calcium/calmodulin-dependent protein kinase II gamma
A0A286YDL7	A0A286YDL7_MOUSE	44744	395	Fcho2	Mus musculus (Mouse)	10090	FCH domain only 2
A0A286YDL8	A0A286YDL8_MOUSE	4150	39	Rin1	Mus musculus (Mouse)	10090	Ras and Rab interactor 1
A0A286YDL9	A0A286YDL9_MOUSE	5420	45	Ndufaf2	Mus musculus (Mouse)	10090	NADH:ubiquinone oxidoreductase complex assembly factor 2
A0A286YDM0	A0A286YDM0_MOUSE	10049	94	Tdp2	Mus musculus (Mouse)	10090	Tyrosyl-DNA phosphodiesterase 2
A0A286YDM1	A0A286YDM1_MOUSE	10206	88	Arhgef33	Mus musculus (Mouse)	10090	Rho guanine nucleotide exchange factor (GEF) 33
A0A286YDM4	A0A286YDM4_MOUSE	49458	433	Fbxo15	Mus musculus (Mouse)	10090	F-box protein 15
A0A286YDM7	A0A286YDM7_MOUSE	12608	111	Zfp459	Mus musculus (Mouse)	10090	Zinc finger protein 459
A0A286YDM8	A0A286YDM8_MOUSE	9356	85	Riok1	Mus musculus (Mouse)	10090	RIO kinase 1
A0A286YDN0	A0A286YDN0_MOUSE	77346	695	Sorbs1	Mus musculus (Mouse)	10090	Sorbin and SH3 domain containing 1
A0A286YDN1	A0A286YDN1_MOUSE	95608	896	Eml3	Mus musculus (Mouse)	10090	Echinoderm microtubule associated protein like 3
A0A286YDN3	A0A286YDN3_MOUSE	25092	232	Slc35b3	Mus musculus (Mouse)	10090	Solute carrier family 35, member B3
A0A286YDN6	A0A286YDN6_MOUSE	7500	68	Mcpt8	Mus musculus (Mouse)	10090	Mast cell protease 8
A0A286YDN7	A0A286YDN7_MOUSE	3417	30	Nsd1	Mus musculus (Mouse)	10090	Nuclear receptor-binding SET-domain protein 1
A0A286YDN8	A0A286YDN8_MOUSE	16647	145	Ankrd40cl Gm21885	Mus musculus (Mouse)	10090	ANKRD40 C-terminal like
A0A286YDN9	A0A286YDN9_MOUSE	59390	515	Spire1	Mus musculus (Mouse)	10090	Spire type actin nucleation factor 1
A0A286YDP0	A0A286YDP0_MOUSE	15950	137	Cetn3	Mus musculus (Mouse)	10090	Centrin 3
A0A286YDP1	A0A286YDP1_MOUSE	19191	167	Zdhhc16	Mus musculus (Mouse)	10090	Zinc finger, DHHC domain containing 16
A0A286YDP3	A0A286YDP3_MOUSE	34571	302	Cts7	Mus musculus (Mouse)	10090	Cathepsin 7
A0A286YDP4	A0A286YDP4_MOUSE	33198	300	Gm47995	Mus musculus (Mouse)	10090	Predicted gene, 47995
A0A286YDP5	A0A286YDP5_MOUSE	14527	139	Rarb	Mus musculus (Mouse)	10090	Retinoic acid receptor, beta
A0A286YDP6	A0A286YDP6_MOUSE	15740	135	Cep15 3830406C13Rik	Mus musculus (Mouse)	10090	RIKEN cDNA 3830406C13 gene
A0A286YDP7	A0A286YDP7_MOUSE	16113	141	Zfp874a	Mus musculus (Mouse)	10090	Zinc finger protein 874a
A0A286YDP8	A0A286YDP8_MOUSE	6256	55	Chchd1	Mus musculus (Mouse)	10090	Coiled-coil-helix-coiled-coil-helix domain containing 1
A0A286YDQ1	A0A286YDQ1_MOUSE	5034	48	Ptprs	Mus musculus (Mouse)	10090	Protein tyrosine phosphatase, receptor type, S
A0A286YDQ3	A0A286YDQ3_MOUSE	24921	217	Prl8a8	Mus musculus (Mouse)	10090	Prolactin family 8, subfamily a, member 81
A0A286YDQ5	A0A286YDQ5_MOUSE	32970	293	Tasor Fam208a	Mus musculus (Mouse)	10090	Transcription activation suppressor
A0A286YDQ6	A0A286YDQ6_MOUSE	14634	125	Pcgf5	Mus musculus (Mouse)	10090	Polycomb group ring finger 5
A0A286YDQ8	A0A286YDQ8_MOUSE	205736	1899	Shroom3	Mus musculus (Mouse)	10090	Shroom family member 3
A0A286YDQ9	A0A286YDQ9_MOUSE	5261	46	2210408I21Rik	Mus musculus (Mouse)	10090	RIKEN cDNA 2210408I21 gene
A0A286YDR0	A0A286YDR0_MOUSE	25623	235	Atp9b	Mus musculus (Mouse)	10090	ATPase, class II, type 9B
A0A286YDR1	A0A286YDR1_MOUSE	9519	88	Slc4a7	Mus musculus (Mouse)	10090	Solute carrier family 4, sodium bicarbonate cotransporter, member 7
A0A286YDR4	A0A286YDR4_MOUSE	28497	249	Plekhs1	Mus musculus (Mouse)	10090	Pleckstrin homology domain containing, family S member 1
A0A286YDR5	A0A286YDR5_MOUSE	29352	249	Trim38	Mus musculus (Mouse)	10090	Tripartite motif-containing 38
A0A286YDR8	A0A286YDR8_MOUSE	17806	164	Kif13a	Mus musculus (Mouse)	10090	Kinesin family member 13A
A0A286YDR9	A0A286YDR9_MOUSE	17262	149	Tut7 Zcchc6	Mus musculus (Mouse)	10090	Terminal uridylyl transferase 7
A0A286YDS1	A0A286YDS1_MOUSE	11053	102	Fam149b	Mus musculus (Mouse)	10090	Family with sequence similarity 149, member B
A0A286YDS2	A0A286YDS2_MOUSE	23000	208	Ptprs	Mus musculus (Mouse)	10090	Protein tyrosine phosphatase, receptor type, S
A0A286YDS3	A0A286YDS3_MOUSE	11668	100	Cetn3	Mus musculus (Mouse)	10090	Centrin 3
A0A286YDS4	A0A286YDS4_MOUSE	15842	144	Fam149b	Mus musculus (Mouse)	10090	Family with sequence similarity 149, member B
A0A286YDS5	A0A286YDS5_MOUSE	24597	209	Tmed9	Mus musculus (Mouse)	10090	Transmembrane p24 trafficking protein 9
A0A286YDS6	A0A286YDS6_MOUSE	4055	37	Lipk	Mus musculus (Mouse)	10090	Lipase, family member K
A0A286YDS8	A0A286YDS8_MOUSE	9307	80	Dek	Mus musculus (Mouse)	10090	DEK proto-oncogene (DNA binding)
A0A286YDS9	A0A286YDS9_MOUSE	18049	158	Nsd1	Mus musculus (Mouse)	10090	Nuclear receptor-binding SET-domain protein 1
A0A286YDT0	A0A286YDT0_MOUSE	19921	169	Thoc7	Mus musculus (Mouse)	10090	THO complex subunit 7 homolog
A0A286YDT1	A0A286YDT1_MOUSE	7763	66	Skic3 Ttc37	Mus musculus (Mouse)	10090	Tetratricopeptide repeat domain 37
A0A286YDT3	A0A286YDT3_MOUSE	73570	701	Nolc1	Mus musculus (Mouse)	10090	Nucleolar and coiled-body phosphoprotein 1
A0A286YDT4	A0A286YDT4_MOUSE	9301	89	Rgr	Mus musculus (Mouse)	10090	Retinal G protein coupled receptor
A0A286YDT5	A0A286YDT5_MOUSE	126502	1143	Adgrf5	Mus musculus (Mouse)	10090	Adhesion G protein-coupled receptor F5
A0A286YDT6	A0A286YDT6_MOUSE	58035	506	Btrc	Mus musculus (Mouse)	10090	Beta-transducin repeat containing protein
A0A286YDT7	A0A286YDT7_MOUSE	16160	143	Arhgef33	Mus musculus (Mouse)	10090	Rho guanine nucleotide exchange factor (GEF) 33
A0A286YDT8	A0A286YDT8_MOUSE	7814	67	Tjap1	Mus musculus (Mouse)	10090	Tight junction associated protein 1
A0A286YDT9	A0A286YDT9_MOUSE	7697	72	Gkap1	Mus musculus (Mouse)	10090	G kinase anchoring protein 1
A0A286YDU1	A0A286YDU1_MOUSE	8803	74	Gm49392	Mus musculus (Mouse)	10090	Predicted gene, 49392
A0A286YDU2	A0A286YDU2_MOUSE	43063	402	Atxn2	Mus musculus (Mouse)	10090	Ataxin 2
A0A286YDU5	A0A286YDU5_MOUSE	8931	80	Rnf17	Mus musculus (Mouse)	10090	Ring finger protein 17
A0A286YDU6	A0A286YDU6_MOUSE	23870	205	Zfp458	Mus musculus (Mouse)	10090	Zinc finger protein 458
A0A286YDU7	A0A286YDU7_MOUSE	7291	62	Zfp131	Mus musculus (Mouse)	10090	Zinc finger protein 131
A0A286YDU8	A0A286YDU8_MOUSE	161643	1405	Cc2d2b	Mus musculus (Mouse)	10090	Coiled-coil and C2 domain containing 2B
A0A286YDV1	A0A286YDV1_MOUSE	6819	61	Map1b	Mus musculus (Mouse)	10090	Microtubule-associated protein 1B
A0A286YDV2	A0A286YDV2_MOUSE	25410	226	Agtpbp1	Mus musculus (Mouse)	10090	ATP/GTP binding protein 1
A0A286YDV3	A0A286YDV3_MOUSE	25031	213	Gm7929	Mus musculus (Mouse)	10090	Predicted gene 7929
A0A286YDV4	A0A286YDV4_MOUSE	13300	113	Nedd4l	Mus musculus (Mouse)	10090	Neural precursor cell expressed, developmentally down-regulated gene 4-like
A0A286YDV5	A0A286YDV5_MOUSE	21121	186	Myof	Mus musculus (Mouse)	10090	Myoferlin
A0A286YDV7	A0A286YDV7_MOUSE	73678	702	Nolc1	Mus musculus (Mouse)	10090	Nucleolar and coiled-body phosphoprotein 1
A0A286YDV8	A0A286YDV8_MOUSE	6880	60	Rin1	Mus musculus (Mouse)	10090	Ras and Rab interactor 1
A0A286YDV9	A0A286YDV9_MOUSE	10240	94	Nrn1	Mus musculus (Mouse)	10090	Neuritin 1
A0A286YDW0	A0A286YDW0_MOUSE	13365	112	Zfp131	Mus musculus (Mouse)	10090	Zinc finger protein 131
A0A286YDW2	A0A286YDW2_MOUSE	2826	25	Psd	Mus musculus (Mouse)	10090	Pleckstrin and Sec7 domain containing
A0A286YDW3	A0A286YDW3_MOUSE	7710	68	Mtx3	Mus musculus (Mouse)	10090	Metaxin 3
A0A286YDW4	A0A286YDW4_MOUSE	15777	137	Nudt13	Mus musculus (Mouse)	10090	Nudix (nucleoside diphosphate linked moiety X)-type motif 13
A0A286YDW5	A0A286YDW5_MOUSE	13818	122	Rmdn2	Mus musculus (Mouse)	10090	Regulator of microtubule dynamics 2
A0A286YDW7	A0A286YDW7_MOUSE	10928	95	Ptdss1	Mus musculus (Mouse)	10090	Phosphatidylserine synthase 1
A0A286YDW8	A0A286YDW8_MOUSE	22824	192	Psmd6	Mus musculus (Mouse)	10090	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 6
A0A286YDX0	A0A286YDX0_MOUSE	19126	166	Zfp459	Mus musculus (Mouse)	10090	Zinc finger protein 459
A0A286YDX1	A0A286YDX1_MOUSE	25210	224	Kdm6a	Mus musculus (Mouse)	10090	Lysine (K)-specific demethylase 6A
A0A286YDX3	A0A286YDX3_MOUSE	9148	80	4930469K13Rik	Mus musculus (Mouse)	10090	RIKEN cDNA 4930469K13 gene
A0A286YDX8	A0A286YDX8_MOUSE	8755	75	Tjap1	Mus musculus (Mouse)	10090	Tight junction associated protein 1
A0A286YDX9	A0A286YDX9_MOUSE	8893	77	Zdhhc16	Mus musculus (Mouse)	10090	Zinc finger, DHHC domain containing 16
A0A286YDY1	A0A286YDY1_MOUSE	25696	242	Fam193b	Mus musculus (Mouse)	10090	Family with sequence similarity 193, member B
A0A286YDY3	A0A286YDY3_MOUSE	14788	132	Neil2	Mus musculus (Mouse)	10090	Nei like 2 (E. coli)
A0A286YDY4	A0A286YDY4_MOUSE	94655	852	Epb41l3	Mus musculus (Mouse)	10090	Erythrocyte membrane protein band 4.1 like 3
A0A286YDY5	A0A286YDY5_MOUSE	26352	228	Zdhhc16	Mus musculus (Mouse)	10090	Zinc finger, DHHC domain containing 16
A0A286YDY6	A0A286YDY6_MOUSE	45229	393	Ddx11	Mus musculus (Mouse)	10090	DEAD/H box helicase 11
A0A286YDY7	A0A286YDY7_MOUSE	10925	98	Agtpbp1	Mus musculus (Mouse)	10090	ATP/GTP binding protein 1
A0A286YDY8	A0A286YDY8_MOUSE	35847	319	Prss51	Mus musculus (Mouse)	10090	Protease, serine 51
A0A286YDY9	A0A286YDY9_MOUSE	5279	51	Arsk	Mus musculus (Mouse)	10090	Arylsulfatase K
A0A286YDZ1	A0A286YDZ1_MOUSE	3869	36	Nolc1	Mus musculus (Mouse)	10090	Nucleolar and coiled-body phosphoprotein 1
A0A286YDZ2	A0A286YDZ2_MOUSE	39516	373	Fezf2	Mus musculus (Mouse)	10090	Fez family zinc finger 2
A0A286YDZ3	A0A286YDZ3_MOUSE	18098	163	Atp9b	Mus musculus (Mouse)	10090	ATPase, class II, type 9B
A0A286YDZ4	A0A286YDZ4_MOUSE	15201	144	Tsbp1 BC051142	Mus musculus (Mouse)	10090	cDNA sequence BC051142
A0A286YDZ6	A0A286YDZ6_MOUSE	23030	204	Ap3m1	Mus musculus (Mouse)	10090	Adaptor-related protein complex 3, mu 1 subunit
A0A286YDZ7	A0A286YDZ7_MOUSE	14242	124	Zfp759	Mus musculus (Mouse)	10090	Zinc finger protein 759
A0A286YDZ9	A0A286YDZ9_MOUSE	15545	136	Gkap1	Mus musculus (Mouse)	10090	G kinase anchoring protein 1
A0A286YE00	A0A286YE00_MOUSE	46435	402	Cadps	Mus musculus (Mouse)	10090	Ca2+-dependent secretion activator
A0A286YE01	A0A286YE01_MOUSE	22339	197	Nudt13	Mus musculus (Mouse)	10090	Nudix (nucleoside diphosphate linked moiety X)-type motif 13
A0A286YE03	A0A286YE03_MOUSE	6714	57	Il31ra	Mus musculus (Mouse)	10090	Interleukin 31 receptor A
A0A286YE05	A0A286YE05_MOUSE	13779	124	Shd	Mus musculus (Mouse)	10090	Src homology 2 domain-containing transforming protein D
A0A286YE06	A0A286YE06_MOUSE	15205	134	Cacna2d3	Mus musculus (Mouse)	10090	Calcium channel, voltage-dependent, alpha2/delta subunit 3
A0A286YE07	A0A286YE07_MOUSE	16002	149	Slc35b3	Mus musculus (Mouse)	10090	Solute carrier family 35, member B3
A0A286YE08	A0A286YE08_MOUSE	16442	150	Btrc	Mus musculus (Mouse)	10090	Beta-transducin repeat containing protein
A0A286YE09	A0A286YE09_MOUSE	20010	190	Ubqln1	Mus musculus (Mouse)	10090	Ubiquilin 1
A0A286YE11	A0A286YE11_MOUSE	3708	32	Cab39l	Mus musculus (Mouse)	10090	Calcium binding protein 39-like
A0A286YE14	A0A286YE14_MOUSE	30478	267	Tmem161b	Mus musculus (Mouse)	10090	Transmembrane protein 161B
A0A286YE15	A0A286YE15_MOUSE	7688	74	Rarb	Mus musculus (Mouse)	10090	Retinoic acid receptor, beta
A0A286YE16	A0A286YE16_MOUSE	7655	69	Slc35b2	Mus musculus (Mouse)	10090	Solute carrier family 35, member B2
A0A286YE17	A0A286YE17_MOUSE	4729	42	Zfp998 2410141K09Rik	Mus musculus (Mouse)	10090	Zinc finger protein 998
A0A286YE18	A0A286YE18_MOUSE	7445	62	Fam172a	Mus musculus (Mouse)	10090	Family with sequence similarity 172, member A
A0A286YE20	A0A286YE20_MOUSE	21688	196	Il3ra	Mus musculus (Mouse)	10090	Interleukin 3 receptor, alpha chain
A0A286YE21	A0A286YE21_MOUSE	16357	142	Cts3	Mus musculus (Mouse)	10090	Cathepsin 3
A0A286YE22	A0A286YE22_MOUSE	15873	139	Mtmr9	Mus musculus (Mouse)	10090	Myotubularin related protein 9
A0A286YE23	A0A286YE23_MOUSE	20427	187	Il3ra	Mus musculus (Mouse)	10090	Interleukin 3 receptor, alpha chain
A0A286YE26	A0A286YE26_MOUSE	10413	91	Cenpk	Mus musculus (Mouse)	10090	Centromere protein K
A0A286YE27	A0A286YE27_MOUSE	86074	812	Fam193b	Mus musculus (Mouse)	10090	Family with sequence similarity 193, member B
A0A286YE28	A0A286YE28_MOUSE	53991	502	Tkt	Mus musculus (Mouse)	10090	Transketolase
A0A286YE29	A0A286YE29_MOUSE	10425	95	Acsl5	Mus musculus (Mouse)	10090	Acyl-CoA synthetase long-chain family member 5
A0A286YE31	A0A286YE31_MOUSE	16420	148	Ube2e1	Mus musculus (Mouse)	10090	Ubiquitin-conjugating enzyme E2E 1
A0A286YE32	A0A286YE32_MOUSE	39642	344	Spire1	Mus musculus (Mouse)	10090	Spire type actin nucleation factor 1
A0A286YE33	A0A286YE33_MOUSE	9206	77	Ndufaf2	Mus musculus (Mouse)	10090	NADH:ubiquinone oxidoreductase complex assembly factor 2
A0A286YE35	A0A286YE35_MOUSE	26317	230	Zfp959	Mus musculus (Mouse)	10090	Zinc finger protein 959
A0A286YE37	A0A286YE37_MOUSE	16568	144	Zdhhc6	Mus musculus (Mouse)	10090	Zinc finger, DHHC domain containing 6
A0A286YE38	A0A286YE38_MOUSE	20363	169	Cfap97d2	Mus musculus (Mouse)	10090	CFAP97 domain containing 2
A0A286YE40	A0A286YE40_MOUSE	3849	35	Plau	Mus musculus (Mouse)	10090	Plasminogen activator, urokinase
A0A286YE41	A0A286YE41_MOUSE	6148	52	Hnrnpk	Mus musculus (Mouse)	10090	Heterogeneous nuclear ribonucleoprotein K
A0A286YE42	A0A286YE42_MOUSE	9203	82	Adgrf5	Mus musculus (Mouse)	10090	Adhesion G protein-coupled receptor F5
A0A286YE43	A0A286YE43_MOUSE	33139	300	Gm47996	Mus musculus (Mouse)	10090	Predicted gene, 47996
A0A286YE45	A0A286YE45_MOUSE	21224	180	Cacna1d	Mus musculus (Mouse)	10090	Calcium channel, voltage-dependent, L type, alpha 1D subunit
A0A286YE47	A0A286YE47_MOUSE	37015	326	Or4f4-ps1	Mus musculus (Mouse)	10090	Olfactory receptor family 4 subfamily F member 4, pseudogene 1
A0A286YE49	A0A286YE49_MOUSE	7030	62	Gm49398	Mus musculus (Mouse)	10090	Predicted gene, 49398
A0A286YE50	A0A286YE50_MOUSE	10320	89	Cep15 3830406C13Rik	Mus musculus (Mouse)	10090	RIKEN cDNA 3830406C13 gene
A0A286YE52	A0A286YE52_MOUSE	14602	132	Lect2	Mus musculus (Mouse)	10090	Leukocyte cell-derived chemotaxin 2
A0A286YE53	A0A286YE53_MOUSE	11367	101	Emb	Mus musculus (Mouse)	10090	Embigin
A0A286YE56	A0A286YE56_MOUSE	2299	19	Celf4	Mus musculus (Mouse)	10090	CUGBP, Elav-like family member 4
A0A286YE63	A0A286YE63_MOUSE	11870	106	Xiap	Mus musculus (Mouse)	10090	X-linked inhibitor of apoptosis
A0A286YE65	A0A286YE65_MOUSE	9333	85	Myof	Mus musculus (Mouse)	10090	Myoferlin
A0A286YE75	A0A286YE75_MOUSE	9742	83	Ndufaf2	Mus musculus (Mouse)	10090	NADH:ubiquinone oxidoreductase complex assembly factor 2
A0A286YE78	A0A286YE78_MOUSE	3976	36	Ctla2b	Mus musculus (Mouse)	10090	Cytotoxic T lymphocyte-associated protein 2 beta
A0A286YE81	A0A286YE81_MOUSE	4181	39	Ctsm	Mus musculus (Mouse)	10090	Cathepsin M
A0A286YE84	A0A286YE84_MOUSE	7047	56	Arl15	Mus musculus (Mouse)	10090	ADP-ribosylation factor-like 15
A0A286YE88	A0A286YE88_MOUSE	26884	252	Ppp6r3	Mus musculus (Mouse)	10090	Protein phosphatase 6, regulatory subunit 3
A0A286YE90	A0A286YE90_MOUSE	7675	71	Ttbk1	Mus musculus (Mouse)	10090	Tau tubulin kinase 1
A0A286YE94	A0A286YE94_MOUSE	4794	40	Kif20b	Mus musculus (Mouse)	10090	Kinesin family member 20B
A0A286YE98	A0A286YE98_MOUSE	7114	61	Tjap1	Mus musculus (Mouse)	10090	Tight junction associated protein 1
A0A286YEA1	A0A286YEA1_MOUSE	4782	41	Trip10	Mus musculus (Mouse)	10090	Thyroid hormone receptor interactor 10
A0A286YEA4	A0A286YEA4_MOUSE	22908	208	Ptprs	Mus musculus (Mouse)	10090	Protein tyrosine phosphatase, receptor type, S
A0A286YEA7	A0A286YEA7_MOUSE	14369	122	Thoc7	Mus musculus (Mouse)	10090	THO complex subunit 7 homolog
A0A286YEB1	A0A286YEB1_MOUSE	41409	375	Ccser2	Mus musculus (Mouse)	10090	Coiled-coil serine rich 2
A0A286YEC5	A0A286YEC5_MOUSE	88491	801	Kif13a	Mus musculus (Mouse)	10090	Kinesin family member 13A
A0A286YED0	A0A286YED0_MOUSE	11457	101	Zdhhc16	Mus musculus (Mouse)	10090	Zinc finger, DHHC domain containing 16
A0A286YED5	A0A286YED5_MOUSE	11408	99	Tent2 Papd4	Mus musculus (Mouse)	10090	Terminal nucleotidyltransferase 2
A0A286YEE4	A0A286YEE4_MOUSE	5830	49	Zswim8	Mus musculus (Mouse)	10090	Zinc finger SWIM-type containing 8
A0A290WG02	A0A290WG02_MOUSE	25787	238	Scara5	Mus musculus (Mouse)	10090	Scavenger receptor class a member 5 isoform 3
A0A291PNJ3	A0A291PNJ3_MOUSE	16193	150		Mus musculus (Mouse)	10090	KA2
A0A2C9F2A6	A0A2C9F2A6_MOUSE	10122	91	Lysmd3	Mus musculus (Mouse)	10090	LysM, putative peptidoglycan-binding, domain containing 3
A0A2C9F2B4	A0A2C9F2B4_MOUSE	27158	245	Fam149b	Mus musculus (Mouse)	10090	Family with sequence similarity 149, member B
A0A2C9F2B5	A0A2C9F2B5_MOUSE	65160	581	Pxk	Mus musculus (Mouse)	10090	PX domain containing serine/threonine kinase
A0A2C9F2B6	A0A2C9F2B6_MOUSE	9748	91	Mbl1	Mus musculus (Mouse)	10090	Mannose-binding lectin (protein A) 1
A0A2C9F2C1	A0A2C9F2C1_MOUSE	68297	611	Syt7	Mus musculus (Mouse)	10090	Synaptotagmin VII
A0A2C9F2D4	A0A2C9F2D4_MOUSE	49036	452	Slc17a4	Mus musculus (Mouse)	10090	Solute carrier family 17 (sodium phosphate), member 4
A0A2C9NT88	A0A2C9NT88_MOUSE	25898	242	Hoxd12	Mus musculus (Mouse)	10090	Homeobox D12
A0A2C9NTD7	A0A2C9NTD7_MOUSE	28445	253	Bambi	Mus musculus (Mouse)	10090	BMP and activin membrane bound inhibitor
A0A2I3BPB7	A0A2I3BPB7_MOUSE	13171	110	Gm9732	Mus musculus (Mouse)	10090	Predicted gene 9732
A0A2I3BPD3	A0A2I3BPD3_MOUSE	5420	47	Tmem253	Mus musculus (Mouse)	10090	Transmembrane protein 253
A0A2I3BPD4	A0A2I3BPD4_MOUSE	24865	219	Chat	Mus musculus (Mouse)	10090	Choline acetyltransferase
A0A2I3BPD5	A0A2I3BPD5_MOUSE	16624	154	Gpr137c	Mus musculus (Mouse)	10090	G protein-coupled receptor 137C
A0A2I3BPD6	A0A2I3BPD6_MOUSE	5583	49	Adcy4	Mus musculus (Mouse)	10090	Adenylate cyclase 4
A0A2I3BPD7	A0A2I3BPD7_MOUSE	5108	45	Fbxo34	Mus musculus (Mouse)	10090	F-box protein 34
A0A2I3BPD9	A0A2I3BPD9_MOUSE	10094	95	Zfp219	Mus musculus (Mouse)	10090	Zinc finger protein 219
A0A2I3BPE3	A0A2I3BPE3_MOUSE	62563	586	E4f1	Mus musculus (Mouse)	10090	E4F transcription factor 1
A0A2I3BPE5	A0A2I3BPE5_MOUSE	6180	61	Tnrc6b	Mus musculus (Mouse)	10090	Trinucleotide repeat containing 6b
A0A2I3BPE9	A0A2I3BPE9_MOUSE	150880	1359	Tsc2	Mus musculus (Mouse)	10090	TSC complex subunit 2
A0A2I3BPG0	A0A2I3BPG0_MOUSE	13220	115	Cpq	Mus musculus (Mouse)	10090	Carboxypeptidase Q
A0A2I3BPG1	A0A2I3BPG1_MOUSE	12324	114	Shld2	Mus musculus (Mouse)	10090	Shieldin complex subunit 2
A0A2I3BPG8	A0A2I3BPG8_MOUSE	15357	142	Ubr5	Mus musculus (Mouse)	10090	Ubiquitin protein ligase E3 component n-recognin 5
A0A2I3BPG9	A0A2I3BPG9_MOUSE	12455	106	Rpl36a-ps1	Mus musculus (Mouse)	10090	Ribosomal protein L36A, pseudogene 1
A0A2I3BPH0	A0A2I3BPH0_MOUSE	8140	71	Tatdn1	Mus musculus (Mouse)	10090	TatD DNase domain containing 1
A0A2I3BPH7	A0A2I3BPH7_MOUSE	45023	418	Slc22a17	Mus musculus (Mouse)	10090	Solute carrier family 22 (organic cation transporter), member 17
A0A2I3BPH8	A0A2I3BPH8_MOUSE	31806	281	Nt5dc2	Mus musculus (Mouse)	10090	5'-nucleotidase domain containing 2
A0A2I3BPH9	A0A2I3BPH9_MOUSE	12733	114	Cyrib	Mus musculus (Mouse)	10090	CYFIP related Rac1 interactor B
A0A2I3BPI0	A0A2I3BPI0_MOUSE	239428	2202	Ccdc187	Mus musculus (Mouse)	10090	Coiled-coil domain containing 187
A0A2I3BPI1	A0A2I3BPI1_MOUSE	13526	120	Antxrl	Mus musculus (Mouse)	10090	Anthrax toxin receptor-like
A0A2I3BPI4	A0A2I3BPI4_MOUSE	61266	555	Khnyn	Mus musculus (Mouse)	10090	KH and NYN domain containing
A0A2I3BPI6	A0A2I3BPI6_MOUSE	24306	240	Slc22a17	Mus musculus (Mouse)	10090	Solute carrier family 22 (organic cation transporter), member 17
A0A2I3BPI7	A0A2I3BPI7_MOUSE	5056	43	Gm5624	Mus musculus (Mouse)	10090	Predicted gene 5624
A0A2I3BPI8	A0A2I3BPI8_MOUSE	1856	16	Arhgap22	Mus musculus (Mouse)	10090	Rho GTPase activating protein 22
A0A2I3BPJ3	A0A2I3BPJ3_MOUSE	5492	49	Antxrl	Mus musculus (Mouse)	10090	Anthrax toxin receptor-like
A0A2I3BPJ4	A0A2I3BPJ4_MOUSE	24190	215	Cmbl	Mus musculus (Mouse)	10090	Carboxymethylenebutenolidase homolog
A0A2I3BPJ5	A0A2I3BPJ5_MOUSE	9712	90	Slc25a30	Mus musculus (Mouse)	10090	Solute carrier family 25, member 30
A0A2I3BPJ8	A0A2I3BPJ8_MOUSE	7637	71	Nipal2	Mus musculus (Mouse)	10090	NIPA-like domain containing 2
A0A2I3BPK0	A0A2I3BPK0_MOUSE	11089	99	Cgrrf1	Mus musculus (Mouse)	10090	Cell growth regulator with ring finger domain 1
A0A2I3BPK2	A0A2I3BPK2_MOUSE	1850	15	Tatdn1	Mus musculus (Mouse)	10090	TatD DNase domain containing 1
A0A2I3BPK4	A0A2I3BPK4_MOUSE	12869	114	Ptk2	Mus musculus (Mouse)	10090	PTK2 protein tyrosine kinase 2
A0A2I3BPK6	A0A2I3BPK6_MOUSE	27227	243	Tmem260	Mus musculus (Mouse)	10090	Transmembrane protein 260
A0A2I3BPK8	A0A2I3BPK8_MOUSE	13101	119	Tars1 Tars	Mus musculus (Mouse)	10090	Threonyl-tRNA synthetase
A0A2I3BPL3	A0A2I3BPL3_MOUSE	4478	40	Mapk8	Mus musculus (Mouse)	10090	Mitogen-activated protein kinase 8
A0A2I3BPL5	A0A2I3BPL5_MOUSE	8861	77	Spag1	Mus musculus (Mouse)	10090	Sperm associated antigen 1
A0A2I3BPL6	A0A2I3BPL6_MOUSE	27335	241	Zfp622	Mus musculus (Mouse)	10090	Zinc finger protein 622
A0A2I3BPM0	A0A2I3BPM0_MOUSE	70444	630	Nek4	Mus musculus (Mouse)	10090	NIMA (never in mitosis gene a)-related expressed kinase 4
A0A2I3BPM3	A0A2I3BPM3_MOUSE	29264	270	Vgll3	Mus musculus (Mouse)	10090	Vestigial like family member 3
