MitoCarta3.0_List	MitoCarta3.0_Evidence	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways	Uniprot	HPA_Main_Location_2020 (Reliability)
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS"	MIM	Small molecule transport > SLC25A family	P16260	Mitochondria (Approved)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, induction, coexpression++, MS/MS"	Matrix	OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors	0	Mitochondria (Approved)
MitoCarta3.0	"literature, targetP signal+, Rickettsial homolog, mito protein domain, MS/MS++"	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation	Q53FZ2	
MitoCarta3.0	"literature, targetP signal, mito protein domain, induction, coexpression++, MS/MS"	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	Q330K2	
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS"	MIM	Small molecule transport > SLC25A family	P25874	
MitoCarta3.0	"literature, mito protein domain+, coexpression, MS/MS++"	MIM	Metabolism > Amino acid metabolism > Serine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > Sideroflexins	Q9H9B4	Mitochondria (Enhanced)
MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	Matrix	Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins	Q86SX6	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	Matrix	0	Q86Y79	
MitoCarta3.0	"literature, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	P82912	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	Matrix	"Protein import, sorting and homeostasis > Protein import and sorting > Preprotein cleavage | Protein import, sorting and homeostasis > Protein homeostasis > Proteases"	Q9NQH7	
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, MS/MS++"	MIM	Metabolism > Carbohydrate metabolism > Pyruvate metabolism	Q9P0J1	Nucleoplasm (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain, coexpression+, MS/MS++"	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation	P42126	Mitochondria (Enhanced)
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+, MS/MS++"	MIM	Metabolism > Amino acid metabolism | Small molecule transport > SLC25A family	Q9BQT8	
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+, MS/MS++"	MIM	Metabolism > Amino acid metabolism > Lysine metabolism | Small molecule transport > SLC25A family	Q8N8R3	
MitoCarta3.0	"yeast mito homolog+, mito protein domain+, MS/MS++"	MIM	Small molecule transport > SLC25A family	Q8N413	Nucleoplasm (Approved)
MitoCarta3.0	"targetP signal, yeast mito homolog++, coexpression+, MS/MS"	Matrix	OXPHOS > Complex II > CII assembly factors | OXPHOS > OXPHOS assembly factors	Q9NRP4	Mitochondria (Approved)
MitoCarta3.0	"GFP, yeast mito homolog+, mito protein domain+, induction, coexpression"	IMS	Metabolism > Lipid metabolism > Phospholipid metabolism	Q9Y3B1	Nucleoplasm (Approved)
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+, induction, coexpression"	MIM	Small molecule transport > SLC25A family	Q9BZJ4	
MitoCarta3.0	"literature, APEX_IMS, APEX_matrix, mito protein domain+, coexpression+, MS/MS++"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	O43676	
MitoCarta3.0	"APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, MS/MS+"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	Q9Y3B8	Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal, mito protein domain+, MS/MS++"	Matrix	Metabolism > Nucleotide metabolism > Creatine metabolism	P50440	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, MS/MS+"	MIM	"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting"	Q9Y5J6	
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Q9NP81	Mitochondria;Nucleoplasm (Uncertain)
MitoCarta3.0	"APEX_matrix, targetP signal+, mito protein domain, coexpression, MS/MS++"	MIM	"Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Metabolism > Electron carriers > Q-linked reactions, other"	Q8NE62	
MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression, MS/MS+"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q9BQC6	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal, coexpression+, MS/MS++"	Matrix	0	Q6P1X6	Nucleoplasm (Approved)
MitoCarta3.0	"literature, APEX_matrix, GFP, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Q5JPH6	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Glyoxylate metabolism	Q9UBQ7	Cytosol (Approved)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	Matrix	Mitochondrial central dogma > Translation > fMet processing | Metabolism > Vitamin metabolism > Folate and 1-C metabolism	Q96DP5	Nucleoplasm (Approved)
MitoCarta3.0	"literature, mito protein domain+, induction, coexpression, MS/MS"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing	Q8WV60	
MitoCarta3.0	"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	unknown	Metabolism > Lipid metabolism	Q9NTX5	Vesicles (Approved)
MitoCarta3.0	"literature, APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	P49590	Cytosol (Approved)
MitoCarta3.0	"literature, mito protein domain, coexpression++, MS/MS++"	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	O00483	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_IMS, mito protein domain, coexpression++, MS/MS++"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	Q9P0J0	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	Q8NCW5	Nucleoplasm (Enhanced)
MitoCarta3.0	"GFP, targetP signal, mito protein domain+, induction, coexpression, MS/MS"	MIM	Mitochondrial dynamics and surveillance	P17152	Mitochondria (Supported)
MitoCarta3.0	"targetP signal+, yeast mito homolog, mito protein domain+, coexpression"	Matrix	Metabolism > Detoxification > Selenoproteins	Q9BVL4	
MitoCarta3.0	"literature, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS"	Matrix	Metabolism > Amino acid metabolism > Urea cycle	Q8N159	Mitochondria (Supported)
MitoCarta3.0	"Rickettsial homolog, mito protein domain+, induction, coexpression"	unknown	Metabolism > Lipid metabolism	P51659	Peroxisomes (Enhanced)
MitoCarta3.0	"APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain+, coexpression, MS/MS"	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	Q7L592	
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Proline metabolism	P04181	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression+, MS/MS"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q8N5N7	
MitoCarta3.0	"literature, targetP signal, mito protein domain+, induction, MS/MS+"	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	P24311	
MitoCarta3.0	"literature, APEX_matrix, GFP, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Q5T160	
MitoCarta3.0	"targetP signal, yeast mito homolog, mito protein domain+, coexpression+"	unknown	0	Q5BKU9	Cytosol;Vesicles (Approved)
MitoCarta3.0	"targetP signal, yeast mito homolog+, mito protein domain, induction, MS/MS+"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	Q53H82	Cytosol (Supported)
MitoCarta3.0	"literature, APEX_IMS, mito protein domain+, induction, MS/MS++"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	Q86Y39	Mitochondria (Uncertain)
MitoCarta3.0	"GFP, targetP signal, yeast mito homolog++, mito protein domain, coexpression+"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q9NWT8	Mitochondria;Nucleoplasm (Supported)
MitoCarta3.0	"yeast mito homolog, induction, coexpression, MS/MS+"	IMS	Metabolism > Metals and cofactors > Copper metabolism	Q9BUK0	Cell Junctions (Approved)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Serine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism	P34897	Mitochondria (Enhanced)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS"	Matrix	Metabolism > Vitamin metabolism > Folate and 1-C metabolism	P13995	
MitoCarta3.0	"APEX_IMS, targetP signal+, induction, coexpression, MS/MS"	MOM	0	Q96DB5	Centrosome (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Urea cycle	P31327	Nucleoli (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression+, MS/MS"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q6P1L8	Mitochondria (Supported)
MitoCarta3.0	"GFP, induction, coexpression++, MS/MS+"	Matrix	Mitochondrial central dogma > mtRNA metabolism > Transcription | Mitochondrial central dogma > Translation	Q9P0P8	
MitoCarta3.0	"yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, MS/MS"	MIM	Metabolism > Vitamin metabolism > Vitamin A metabolism	Q8NBN7	Cytosol;Mitochondria (Supported)
MitoCarta3.0	"GFP, targetP signal, Rickettsial homolog, mito protein domain+, induction, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	Q96GJ1	Nucleoplasm (Approved)
MitoCarta3.0	"literature, APEX_matrix, induction, coexpression++, MS/MS"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q96EL2	
MitoCarta3.0	"APEX_IMS, APEX_matrix, mito protein domain+, coexpression, MS/MS++"	MIM	Mitochondrial central dogma > Translation > Translation factors | OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	Q9Y2R0	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism	P00390	Cytosol (Supported)
MitoCarta3.0	"literature, APEX_IMS, mito protein domain, coexpression++, MS/MS"	IMS	Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial dynamics and surveillance > Apoptosis	Q14249	
MitoCarta3.0	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism	O15382	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal, induction, coexpression++, MS/MS"	Matrix	Mitochondrial central dogma > mtRNA metabolism > Transcription	Q96QE5	Mitochondria (Enhanced)
MitoCarta3.0	"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, MS/MS++"	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation	Q96CM8	Cytosol;Nucleoplasm (Approved)
MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	O75648	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, mito protein domain+, induction, coexpression, MS/MS"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	P82650	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal+, Rickettsial homolog, coexpression, MS/MS++"	Matrix	"Protein import, sorting and homeostasis > Protein homeostasis > Proteases"	P28838	Cytosol (Supported)
MitoCarta3.0	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Glutamate metabolism | Metabolism > Amino acid metabolism > GABA metabolism	P00367	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > Ketone metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism	P35914	
MitoCarta3.0	"yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS++"	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	P49789	Nucleoli fibrillar center;Plasma membrane (Approved)
MitoCarta3.0	"literature, targetP signal, mito protein domain+, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q9Y291	
MitoCarta3.0	"literature, targetP signal, Rickettsial homolog, mito protein domain, coexpression+, MS/MS+"	Matrix	OXPHOS > Complex I > CI assembly factors | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS assembly factors	Q8TB37	Mitochondria (Approved)
MitoCarta3.0	"APEX_matrix, GFP, targetP signal+, mito protein domain+, coexpression, MS/MS"	Matrix	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	Q9NU23	Cytosol (Approved)
MitoCarta3.0	"targetP signal, yeast mito homolog+, mito protein domain, MS/MS++"	MIM	Small molecule transport	Q2QL34	Vesicles (Supported)
MitoCarta3.0	"APEX_matrix, GFP, targetP signal, coexpression+, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q8TAE8	Mitochondria (Enhanced)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain, induction, MS/MS++"	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid | Mitochondrial central dogma > mtRNA metabolism > Transcription	Q00059	Mitochondria (Enhanced)
MitoCarta3.0	"literature, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Proline metabolism	P54886	Mitochondria (Supported)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	Matrix	Metabolism > Lipid metabolism > Type II fatty acid synthesis	Q9NWU1	Cytosol;Mitochondria (Approved)
MitoCarta3.0	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Kynurenine metabolism | Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	Q6YP21	Cytosol;Nucleoli (Approved)
MitoCarta3.0	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Q9BW92	Cytosol;Nucleoplasm (Approved)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, coexpression, MS/MS++"	Matrix	Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	Q969Z0	Mitochondria (Enhanced)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, coexpression, MS/MS++"	MIM	0	Q6PI78	Nucleoplasm (Approved)
MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS"	MIM	"Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway | Small molecule transport"	P60602	
MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain, induction, MS/MS++"	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism	P30044	Mitochondria (Enhanced)
MitoCarta3.0	"GFP, mito protein domain, induction, coexpression, MS/MS+"	MIM	"Protein import, sorting and homeostasis > Protein import and sorting > Import motor"	Q9Y5T4	
MitoCarta3.0	"GFP, targetP signal, induction, coexpression, MS/MS+"	Matrix	"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones"	Q8WWC4	Mitochondria (Approved)
MitoCarta3.0	"literature, APEX_IMS, mito protein domain+, induction, MS/MS++"	MIM	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly	Q9Y241	Mitochondria;Nucleoplasm (Supported)
MitoCarta3.0	"APEX_IMS, targetP signal+, induction, coexpression, MS/MS"	IMS	0	Q4G0I0	
MitoCarta3.0	"literature, mito protein domain+, induction, coexpression"	MOM	Signaling > Calcium homeostasis > EF hand proteins | Mitochondrial dynamics and surveillance > Trafficking	Q8IXI1	Mitochondria (Supported)
MitoCarta3.0	"yeast mito homolog+, mito protein domain+, induction, MS/MS"	MIM	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Small molecule transport > SLC25A family	Q96H78	Mitochondria (Approved)
MitoCarta3.0	"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	unknown	Metabolism > Lipid metabolism	Q9NYQ3	
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression"	MIM	"Protein import, sorting and homeostasis > Protein import and sorting > OXA | Mitochondrial central dogma > Translation"	Q15070	Mitochondria (Supported)
MitoCarta3.0	"yeast mito homolog++, mito protein domain+, induction"	MOM	Small molecule transport > SLC25A family | Mitochondrial dynamics and surveillance > Fission | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions	Q96AG3	Mitochondria (Supported)
MitoCarta3.0	"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	Membrane	Metabolism > Vitamin metabolism > Vitamin A metabolism	Q9HBH5	Nucleoplasm (Approved)
MitoCarta3.0	"induction, coexpression++, MS/MS+"	MIM	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits	P56378	Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Urea cycle	Q9Y2D0	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Metals and cofactors > Coenzyme A metabolism	Q13057	
MitoCarta3.0	"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins	P0C7P0	
MitoCarta3.0	"APEX_matrix, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Detoxification > Xenobiotic metabolism	O43708	Cytosol (Approved)
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+, MS/MS+"	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	Q6YFQ2	Cytosol;Nucleoplasm;Plasma membrane (Approved)
MitoCarta3.0	"APEX_matrix, targetP signal+, coexpression, MS/MS++"	Matrix	0	Q9HC38	Cytosol (Approved)
MitoCarta3.0	"yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	unknown	Metabolism > Lipid metabolism	P09110	Peroxisomes (Enhanced)
MitoCarta3.0	"yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS"	unknown	Metabolism > Lipid metabolism > Fatty acid oxidation	Q9UKG9	Vesicles (Approved)
MitoCarta3.0	"APEX_matrix, Rickettsial homolog, mito protein domain+, coexpression, MS/MS"	Matrix	"Mitochondrial central dogma > Translation > fMet processing | Protein import, sorting and homeostasis > Protein homeostasis"	Q9HBH1	Mitochondria (Approved)
MitoCarta3.0	"yeast mito homolog, mito protein domain, induction, coexpression+, MS/MS"	IMS	OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors	Q49B96	Cytosol (Supported)
MitoCarta3.0	"targetP signal+, mito protein domain, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system | Metabolism > Vitamin metabolism > Folate and 1-C metabolism	P48728	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal+, mito protein domain, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > Pyruvate metabolism	Q8NCN5	Mitochondria (Approved)
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, mito protein domain, MS/MS++"	Matrix	"Protein import, sorting and homeostasis > Protein homeostasis > Proteases"	Q9BYT8	Mitochondria (Approved)
MitoCarta3.0	"GFP, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins	Q9Y3E2	
MitoCarta3.0	"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression"	Matrix	Metabolism > Metals and cofactors > Heme synthesis and processing	P22557	
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain+"	Matrix	"Protein import, sorting and homeostasis > Protein import and sorting > Import motor | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis"	Q8TAA5	Mitochondria (Enhanced)
MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Metabolism > Detoxification > ROS and glutathione metabolism	P49419	Mitochondria (Supported)
MitoCarta3.0	"APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, MS/MS++"	Matrix	0	Q9BXW7	Mitochondria (Approved)
MitoCarta3.0	"literature, GFP, yeast mito homolog++, mito protein domain, coexpression, MS/MS"	IMS	"Protein import, sorting and homeostasis > Protein import and sorting > MIA40"	P55789	Cytosol;Mitochondria (Enhanced)
MitoCarta3.0	"literature, yeast mito homolog++, mito protein domain, coexpression, MS/MS"	MIM	"Protein import, sorting and homeostasis > Protein import and sorting > Preprotein cleavage | Protein import, sorting and homeostasis > Protein homeostasis > Proteases"	Q96T52	Mitochondria (Approved)
MitoCarta3.0	"literature, targetP signal, yeast mito homolog++, mito protein domain+"	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	Q96KJ9	
MitoCarta3.0	"literature, APEX_matrix, targetP signal, Rickettsial homolog, induction, coexpression, MS/MS"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Q9NYK5	
MitoCarta3.0	"targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Lysine metabolism	Q8N5Z0	Plasma membrane (Approved)
MitoCarta3.0	"mito protein domain+, MS/MS++"	MOM	Mitochondrial dynamics and surveillance > Organelle contact sites | Signaling	Q9BWH2	
MitoCarta3.0	"Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	unknown	Metabolism > Lipid metabolism | Signaling	O75608	Cytosol;Nucleoplasm (Approved)
MitoCarta3.0	"targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+"	Matrix	Metabolism > Carbohydrate metabolism > Pyruvate metabolism	P29803	Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain"	Matrix	Mitochondrial central dogma > Translation > Translation factors	Q9UGC7	
MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Metabolism > Vitamin metabolism > Folate and 1-C metabolism	Q969Y2	Mitochondria (Supported)
MitoCarta3.0	"literature, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain"	Matrix	Metabolism > Vitamin metabolism > Folate and 1-C metabolism	Q9H903	
MitoCarta3.0	"literature, APEX_IMS, Rickettsial homolog, mito protein domain+, MS/MS+"	MIM	"Protein import, sorting and homeostasis > Protein homeostasis > Proteases"	Q96TA2	Mitochondria (Supported)
MitoCarta3.0	"literature, mito protein domain, induction, coexpression, MS/MS++"	Matrix	Metabolism > Lipid metabolism	P49753	Mitochondria (Approved)
MitoCarta3.0	"literature, targetP signal, mito protein domain+, coexpression+"	MIM	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	Q96IL0	
MitoCarta3.0	"APEX_matrix, GFP, targetP signal, coexpression, MS/MS++"	Matrix	Metabolism > Vitamin metabolism > Vitamin B12 metabolism	Q96EY8	Mitochondria (Approved)
MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog++, mito protein domain, coexpression, MS/MS"	MIM	Metabolism > Metals and cofactors > Heme synthesis and processing	P50336	Vesicles (Supported)
MitoCarta3.0	"GFP, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression"	Membrane	Small molecule transport > ABC transporters	P28288	Peroxisomes (Enhanced)
MitoCarta3.0	"literature, APEX_matrix, mito protein domain, induction, coexpression, MS/MS+"	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism | Signaling	Q9NTG7	
MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain, MS/MS++"	MIM	Metabolism > Carbohydrate metabolism	Q86WU2	Cytosol (Approved)
MitoCarta3.0	"literature, APEX_matrix, mito protein domain, induction, coexpression, MS/MS+"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	B4DEF8	Mitochondria (Enhanced)
MitoCarta3.0	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	Matrix	Mitochondrial central dogma > Translation > Translation factors	Q9H3J6	Cytosol;Nucleoplasm (Approved)
MitoCarta3.0	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	MIM	"Protein import, sorting and homeostasis > Protein import and sorting > Preprotein cleavage | Protein import, sorting and homeostasis > Protein homeostasis > Proteases"	Q96LU5	
